,Headline,Link,Full Article
57,Road accidents causing 19 deaths every hour; Nitin Gadkari raises alarm,https://www.business-standard.com/education/news/road-accidents-causing-19-deaths-every-hour-nitin-gadkari-raises-alarm-124091000978_1.html,Union Minister Nitin Gadkari Don't miss the most important news and views of the day. Get them on our   Telegram channel First Published: Sep 10 2024 | 5:49 PM IST
58,"Appeal truck makers to replace diesel with gas-based fuels, says Nitin Gadkari",https://www.moneycontrol.com/news/business/nitin-gadkari-backs-gas-economy-over-diesel-12818478.html,"See the top gainers, losers, invest and get updated what's happening in the crypto market India's Largest Regional Retail Option Traders Summit. (BOTS) is a prestigious options trading event organized by Traders Gurukul. Held on the 2nd OR 3rd Sunday of every month, across top cities in India This functionality will provide users with ease of access navigation and enable create a new revenue line by generating leads of potential customers for brokers in a more integrated manner. Government is keen on a gas-based economy and wants car and commercial vehicle makers to increasingly adopt technologies that are based on alternative fuels, Road Transport Minister Nitin Gadkari said, made a strong case for use of greener fuels in India. Addressing the automotive industry at SIAM's annual convention, Minister Gadkari said by building technology in alternate fuels, Indian automakers can capture the world market in this space. The said the Government has been pushing for greater availability of bio-fuels in India, and has ramped up CNG fuel stations from 750 in 2014 to 6,000 as of today. This will be ramped up to a 6,000 by 2030, said Nitin Gadkari. ""The government is keen to have a gas economy in India, since it is more cost effective and less polluting,"" he added. Even methanol-blended diesel has been successfully implemented in some commericial vehicles by Ashok Leyland, which can now run on up to 15% methanol mixed in diesel. Minister Gadkari also asked truck makers to ramp up the manufacturing of liquefied natural gas based trucks.Â ""Will appeal truck makers to use ethanol, methanol, LNG and CNG."" Some reports have indicated that the Centre is keen to have as much as a third of its long-haul trucks fuelled by LNG, instead of diesel in five to seven years. A draft policy in this regard has been in the works at the Petroleum Ministry, which plans to allocate 0.5 million cubic metres of gas per day of LNG to meet the requirements of about 50,000 trucks for two-to-three years. ""In a gas economy compared to diesel, there is economic sense and saving. In single fill, LNG-powered trucks can go up to to 1400 km, and can result in a saving of Rs 12 lakh per year in fuel costs,"" Nitin Gadkari told car makers.
         Top TrendsAngel TaxWiproBudget newsNew Income tax slabIPO News   Copyright Â© e-Eighteen.com Ltd. All rights reserved. Reproduction of news articles, photos, videos or any other content in whole or in part in any form 
        or medium without express writtern permission of moneycontrol.com is prohibited. You are already a Moneycontrol Pro user."
59,Did Nitin Gadkari take a dig at India's largest carmaker for dragging its feet on EVs?,https://www.moneycontrol.com/news/business/did-nitin-gadkari-take-a-dig-at-indias-largest-carmaker-for-dragging-its-feet-on-evs-12817492.html,"See the top gainers, losers, invest and get updated what's happening in the crypto market India's Largest Regional Retail Option Traders Summit. (BOTS) is a prestigious options trading event organized by Traders Gurukul. Held on the 2nd OR 3rd Sunday of every month, across top cities in India This functionality will provide users with ease of access navigation and enable create a new revenue line by generating leads of potential customers for brokers in a more integrated manner. Union Minister for Road Transport and Highways Nitin Gadkari on September 9 said that a large Indian carmaker didn't take him seriously when he was pushing for developing more electric vehicles ingeniously in the past and now they may have missed the bus. ""A good friend of mine who is a giant in the automobile industry... I kept telling him to adopt electric vehicles, but he never made the decision,"" Gadkari said. ""Now, my friend tells me (that) back then we didn't take you seriously cause our experience related to politicians was not very credible."" The road minister added that he is confidant now that theÂ company has missed the bus.Â Gadkari was speaking at the 64th Annual Session of the Automotive Component Manufacturers Association of India (ACMA). He stressed that automobile companies that are willing to adopt the best technology in the world, which isÂ cost-saving and helps reduce pollution at a reasonable cost, will have a good future in the industry. While the road minister did not name Maruti Suzuki directly, his comments painted quite a clear picture. ""Those companies that currently have good sales, a good market cap, but don't want to change... I wish them all the best. I think they will face issues in the future,"" Gadkari said. The minister's comments come at a time when India's largest carmaker is doubling down on its stance on hybrid vehicles, insisting that strong hybrids should be considered as a replacement for petrol and diesel models, and not as a competitor to electric vehicles. Last month, in its annual report for 2023-24, Maruti Suzuki Chairman RC Bhargava had underscored the potential of a supportive policy framework in significantly reducing the sale of petrol and diesel vehicles, thereby curbing emissions. He pointed out that given Indiaâ€™s abundant resources and unique socio-economic conditions, a multifaceted approach is the most effective way forward. Maruti Suzuki plans to introduce electric cars soon, encouraging the adoption of strong hybrid technology, CNG, ethanol, and biogas vehicles. Bhargava emphasised the importance of renewable biogas, which has no import content and is carbon-negative. The company has started a trial of biogas production and hopes that government policies will support this development. The country's largest carmaker, which has historically made vehicles for the masses, is often questioned for not launching a fully electric vehicles till now, when the country records a sale of 6,338 electric vehicles in August 2024, and 1.5 million in 2023, at a 50 percent surge year-on-year. The overall share of EVs in India's auto sales has risen sharply to 6.38 percent in 2023 from 1.75 percent in 2021, reflecting a growing consumer preference for electric vehicles over a two-year period. Not only is Maruti Suzuki one of the few mass-market carmakers in India to offer a hybrid option, the brand is set to expand its petrol-electric portfolio, starting next year. ""The debate is not between EV and strong hybrid. Both are excellent technologies. Both need to be encouraged. The debate is between strong hybrids and IC engines. I cannot imagine a situation, and nobody can justify why IC engines should be preferred over strong hybrids,â€ť Maruti Suzukiâ€™s executive director, corporate affairs, Rahul Bharti, had insisted in June. He added that a recent report by a think tank, claiming that hybrids do not reduce emissions and that strong hybrids are mostly used in pure petrol mode, was factually incorrect. ""In a strong hybrid electric vehicle, it is the computer that optimises both drivetrains, the IC engine and the battery motor combination, and there is no option given to the driver to run in pure ICE mode,"" Bharti said. The executive director has also said that Marutiâ€™s Grand Vitara and Invicto hybrids produce 26 percent and 30 percent lower CO2, while increasing fuel-efficiency by 36 percent and 46 percent, compared to their petrol counterparts. â€śSo, definitely strong hybrids are a very powerful way to cut oil imports, generate energy efficiency, and reduce CO2 immediately without the pressure of range anxiety or lack of charging infrastructure,â€ť Bharti insisted. Maruti Suzuki's comments come at an important interjection for the electric vehicles industry in India, when the Faster Adoption and Manufacturing of Hybrid and Electric Vehicles (FAME) scheme has been discontinued and electric passenger vehicle (PV) retail sales have declined for four months in a row.
         Top TrendsAngel TaxWiproBudget newsNew Income tax slabIPO News   Copyright Â© e-Eighteen.com Ltd. All rights reserved. Reproduction of news articles, photos, videos or any other content in whole or in part in any form 
        or medium without express writtern permission of moneycontrol.com is prohibited. You are already a Moneycontrol Pro user."
60,Nitin Gadkari raises alarm over road safety,https://pragativadi.com/nitin-gadkari-raises-alarm-over-road-safety/,"New Delhi: India leads the list of countries with the maximum number of road accidents and consequent deaths in the world. And while the Indian automobile industry has grown by leaps and bounds in recent years, Nitin Gadkari has chosen yet again to also point at measures that can make roads here safer for motorists as well as pedestirians. Speaking at the 64th annual conference of Society for Indian Automobile Manufacturers in New Delhi on Tuesday, the Union Minister for Road Transportation and Highways urged all stakeholders to also concentrate efforts to bring down instances of accidents. Gadkari has time and again stressed on the need to have safer roads for all in the country. On Tuesday, he also urged manufacturers to establish driving schools to ensure that those in control of automobiles are aware of local rules and regulations, as well as skilled to be driving or riding vehicles. “There are nearly 53 accidents and 18 deaths every hour in our country. Just imagine. 45 per cent of accidents because of two-wheelers, 20 per cent in pedestrians,” he pointed out before urging OEMs to also contribute towards bringing these numbers down. “I really request you all to take interest in starting driver-training schools. Then we can train good drivers and it can be a really positive solution.” Gadkari, while also admitting that his department has started working on faulty road constructions and signage, further underlined the need for safer vehicles and highlighted the importance of Bharat NCAP. “Bharat NCAP will ensure healthy competition between manufacturers to have safer vehicles for customers.” New Delhi: OpenAI, the rapidly expanding artificial intelligence firm, is once again drawing attention due to major... PRAGATIVADI, IS NOT THE HIGHEST CIRCULATED DAILY IN ODISHA, YET IS A HOUSEHOLD NAME ACROSS THE STATE. AND AN EXTREMELY COST-EFFECTIVE MEDIA VEHICLE TOO. IF YOU THINK THIS IS A PARADOX READ ON…"
61,"Nitin Gadkari: Auto Industry Needs Focus on Customer Service, After-sales",https://money.rediff.com/news/market/nitin-gadkari-auto-industry-needs-focus-on-customer-service-after-sales/15562620240911,"By Rediff Money Desk, New Delhi    Sep 11, 2024 15:51 FADA Demands Safeguards for Auto Dealers, Calls for OEM...Sep 11, 2024 17:09 PM Modi Calls for Global Best Practices in Indian Auto...Sep 10, 2024 11:44 Auto Retail Sales Up 9% in Q1 FY25: FADAJul 15, 2024 17:18 India's EV Market to Reach 1 Crore Units by 2030: GadkariSep 10, 2024 14:16 India's Auto Component Industry: Goyal Urges Boost in...Sep 09, 2024 17:03 Goyal Assures Conducive Business Environment for Indian...Aug 09, 2024 19:51 Indian Auto Industry Booms: 19% Growth in FY24Jun 19, 2024 13:56 Hindustan Zinc Partners with Indian Auto Firms for...Jul 03, 2024 19:12 India Insists on Strict 'Rules of Origin' in Auto Sector...Sep 10, 2024 19:15 Dr Reddy's Laboratories has been fined Rs 28 lakh by the Mexican drug regulator for... Alt Mobility appoints Pankaj Gupta as Chief Growth Officer, focusing on retail leasing,... Coal India arm BCCL has booked 2.40 million tonnes of coking coal for the steel sector,..."
62,"Nitin Gadkari calls for auto industry overhaul in customer service, eyes green future",https://www.cnbctv18.com/auto/nitin-gadkari-calls-for-auto-industry-overhaul-in-customer-service-eyes-green-future-19474684.htm,Let's Connect with CNBCTV 18 ©TV18 Broadcast Limited. All rights reserved.
63,"Auto Industry Needs to Focus On Customer Service, After-Sales, Quality Assurance: Nitin Gadkari",https://www.timesnownews.com/auto/auto-industry-needs-to-focus-on-customer-service-after-sales-quality-assurance-nitin-gadkari-article-113260373,"Updated Sep 11, 2024, 16:44 IST Union Minister Nitin Gadkari gave the statement in a video message to the Auto Retail Conclave organised by the FADA Meet The Astronauts Leading NASA’s Mission To Bring Sunita Williams Back To Earth Govt Extends AFSPA In Parts Of Nagaland, Arunachal For Six Months - Details Tim Roth Joins Cillian Murphy, Barry Keoghan On Peaky Blinders Film Chennai Power Cut Tomorrow: Outage Scheduled On September 27 In These Parts Of City- Details 'Dream of Winning Olympic Gold..': Manu Bhaker, Trolled For Flaunting Medals Silences Critics With Incredible Move Shakib Al Hasan Announces Retirement; Kanpur Test Vs India Might Be His Last If... Janhvi Kapoor's Sarees From Devara Promotions That We ALL Want In Our Wardrobe The Google Doodle Today Celebrates The Classic Popcorn, Play and Munch On Delhi LG Seeks To Link Vehicle's Insurance Premium To Traffic Violations, Writes To FM Sitharaman Euler Motors Forays Into LCV Segment; Drives In Two Electric Models MG Motor Launches Hector Snowstorm, Astor Blackstorm Editions In India; Check Prices Nissan Magnite Teased Ahead Of Launch In India 2024 Maruti Suzuki Dzire First Teaser Out, Launch Soon © 2024 Bennett, Coleman & Company Limited"
64,Nitin Gadkari: News,https://www.newsbytesapp.com/news/politics/nitin-gadkari,"Nitin Gadkari is a senior leader of the Bharatiya Janata Party (BJP), Lok Sabha MP, and Union Minister for Road Transport & Highways. Gadkari was associated with the Sangh Parivar from a young age as a member of RSS and ABVP. He did his MCom and LLB from Nagpur University. He entered politics in 1980 through Bharatiya Janata Yuva Morcha (BJYM) and later the BJP. The big appointments started coming in the 1990s when Gadkari became the Minister for Public Works Department in the BJP-Shiv Sena Maharashtra Government from 1995 to 1999. He earned praise from all quarters for his dexterous planning and execution of several road and highway projects. Impressed with his work, the then Prime Minister Atal Bihari Vajpayee implemented Gadkari’s blueprint for the Pradhan Mantri Gram Sadak Yojana (PMGSY) project. In 2005, Gadkari was the Maharashtra BJP’s President and was elevated as the National President of the BJP in 2009, serving till 2013. He was elected to the Lok Sabha in the 2014 and 2019 General Elections from Nagpur constituency. Gadkari has served as the Minister of Shipping (2014-19), MSMEs (2019-21), and Road Transport & Highways (2014 onwards) in the Modi Government. Maharashtra Deputy Chief Minister Devendra Fadnavis has announced a proposal to rename Pune's Lohegaon Airport after Sant Tukaram Maharaj, a 17th century Marathi saint of Varkari sampradaya. Union Minister for Road Transport and Highways, Nitin Gadkari, has emphasized the need for the Indian automobile industry to prioritize customer service and quality assurance. The Ministry of Road Transport and Highways (MoRTH) has introduced changes to the National Highways Fee Rules, offering free travel up to 20km for personal vehicles. Union Road Transport and Highways Minister Nitin Gadkari has issued a stern warning to automakers, who are reluctant to transition toward electric vehicle (EV) production. Union Minister for Road Transport and Highways, Nitin Gadkari, has projected that the prices of electric vehicles (EVs) in India will match those of petrol and diesel cars within two years. The Indian government has announced an ambitious plan to build 74 new tunnels, spanning a total distance of 273km. Union Minister Nitin Gadkari has urged two-wheeler manufacturers to provide helmets at a discounted or reasonable rate to vehicle buyers. Union Minister Nitin Gadkari has called for a reduction in Goods and Services Tax (GST) on flex fuel-based vehicles. India's automobile manufacturers are set to offer a discount between 1.5-3.5% to customers who scrap their old cars and purchase new ones, according to Nitin Gadkari, Minister of Road Transport & Highways. Union Minister for Road Transport and Highways, Nitin Gadkari, has written to Punjab Chief Minister Bhagwant Mann regarding alleged attacks on National Highways Authority of India (NHAI) workers in Jalandhar. Union Finance Minister Nirmala Sitharaman has stated that a letter from Transport Minister Nitin Gadkari, which called for the removal of 18% Goods and Services Tax (GST) on health and life insurance premiums, was made public without his approval. The National Highways Authority of India (NHAI) has disclosed its strategy to monetize road projects worth up to $2.4 billion in FY25. The chief of Hamas, Ismail Haniyeh, was killed on Wednesday in a predawn airstrike in the Iranian capital, Tehran. Union Minister and senior Bharatiya Janata Party leader Nitin Gadkari has sent a letter to Finance Minister Nirmala Sitharaman urging the withdrawal of the Goods and Services Tax applied to premiums for life and medical insurance plans. Road Transport and Highways Minister, Nitin Gadkari, has urged the adoption of flexible economic policies to stimulate national growth ahead of the Union Budget on Tuesday. Prime Minister Narendra Modi has assigned portfolios to the Cabinet colleagues of his new National Democratic Alliance government, maintaining continuity in the big four ministries. The portfolios of 71 MPs who took oaths as ministers on Sunday have been announced. Bharatiya Janata Party (BJP) leader Narendra Modi was sworn in as India's Prime Minister for an unprecedented third term on Sunday. Prime Minister Narendra Modi's newly formed cabinet includes six former chief ministers. Narendra Modi took oath as India's Prime Minister for the third time on Sunday at the Rashtrapati Bhavan. Union Minister Nitin Gadkari fainted while delivering a speech in Yavatmal, Maharashtra, on Wednesday afternoon. The much-awaited 2024 Lok Sabha elections began on Friday with voting for the first phase of the seven-phase polls. Polling for the first phase of the high-stakes Lok Sabha elections began at 7:00am on Friday. The high-stakes Lok Sabha poll battle will officially kick off on Friday, marking the start of voting for 102 seats across 21 states and Union territories in the first phase. Union Road Transport and Highways Minister Nitin Gadkari has defended the Centre's scrapped electoral bonds scheme, saying the government had ""good intentions"" when it was introduced in 2017. Union Minister Nitin Gadkari has defended the controversial Electoral Bond Scheme (EBS), saying that scrapping it would attack black money. The Bharatiya Janata Party on Wednesday unveiled its second list of 72 candidates for the Lok Sabha elections. Union Minister Nitin Gadkari has taken legal action against Congress President Mallikarjun Kharge and General Secretary Jairam Ramesh for allegedly sharing misleading and defamatory information about him. Wakeel Hassan—one of the rat-hole miners who helped rescue 41 trapped workers in Uttarkashi's Silkyara tunnel last November—is now homeless. India's leading oil refiner Indian Oil Corporation will open 300 ethanol fuel stations, Nitin Gadkari, Minister of Road Transport and Highways of India, said on Friday. Mohan Yadav (58) on Wednesday took an oath as the chief minister of Madhya Pradesh at Lal Parade ground. Prime Minister Narendra Modi has spoken to Uttarakhand Chief Minister Pushkar Singh Dhami to take stock of the ongoing operation to rescue 41 workers trapped in a collapsed tunnel. Efforts to free 41 workers trapped in the collapsed Silkyara tunnel in Uttarkashi resumed on Sunday, with rescue teams inserting a six-inch-diameter pipe inside the rubble. Rashtriya Swayamsevak Sangh (RSS) chief Mohan Bhagwat on Tuesday denounced ""cultural Marxism,"" calling it ""selfish, discriminatory, and deceitful,"" Hindustan Times reported. Since their inception in the early 1950s, ""airbags"" have become an integral part of the safety suite of modern cars. Biopics have been a proven formula in Indian cinema and over the years we have had films made on several actors, politicians, and sportspersons. Now, a Marathi film titled Gadkari is set to release on October 27 based on the life and times of Minister of Road Transport and Highways of India, Nitin Gadkari. Union Minister of Road Transport & Highways, Nitin Gadkari, has announced the launch of Urban Extension Road 2, a significant ring road project in Delhi. Union Minister Nitin Gadkari has announced an ambitious goal to eliminate all potholes from India's 1.46 lakh kilometer national highway network by the end of this year. Starting October 1, passenger cars in India will need to have six airbags to achieve a five-star rating at Bharat NCAP, said Union Road Transport and Highways Minister Nitin Gadkari. Prime Minister Narendra Modi launched the Global Biofuel Alliance on September 9, with support from 19 countries and international organizations. Union Road Transport and Highways Minister Nitin Gadkari has proposed an additional 10% goods and services tax (GST) on diesel-powered vehicles and generators in India. The Global Biofuels Alliance is ""a historic event that will help us reduce world pollution in a major way,"" Union Minister Nitin Gadkari said in an interview with NDTV. Japanese automaker Toyota has revealed the world's first flex-fuel multi-purpose vehicle (MPV), the Innova HyCross. The Indian government is taking a significant step to reduce noise pollution on its roads by enforcing a 50-decibel limit for vehicle horns. Toyota is gearing up to unveil a BS6 Phase 2-compliant flex-fuel hybrid prototype, most likely the Camry, on August 29. India's highly anticipated Bharat NCAP crash test rating assessment program has been launched by Union Minister Nitin Gadkari. Union Minister for Road Transport and Highways Nitin Gadkari shared visuals of the newly-built Dwarka Expressway, India's first eight-lane elevated motorway, on Sunday. Nitin Gadkari, Union Minister of Road Transport and Highways, is all set to launch the Bharat New Car Assessment Programme (Bharat NCAP) in India tomorrow. The Bharat New Car Assessment Programme (Bharat NCAP) will be launched on August 22 by the Union Minister for Road, Transport and Highways, Nitin Gadkari. Thailand has always been a top choice for Indian vacationers. Union Minister of Road Transport and Highways, Nitin Gadkari has announced that he will launch a Toyota Camry sedan running solely on ethanol in India this August. It will be the country's first-ever car to do so. India will not be able to achieve the target of reducing road accidents by 50% by 2024, as per Nitin Gadkari, Minister of Road Transport and Highways of India. Union Road Transport and Highways Minister Nitin Gadkari has revealed the Dwarka Expressway will be completed by April 2024. Senior Bharatiya Janata Party (BJP) and Union Minister for Road Transport and Highways, Nitin Gadkari, reportedly received a death threat over a phone call at his residence in New Delhi on Monday evening. Union minister Nitin Gadkari's Nagpur office in Maharashtra reportedly received threat calls from an unidentified caller who allegedly demanded a Rs. 10 crore ransom. The Ministry of Road Transport and Highways or MoRTH has proposed an increase in speed limits on national highways and expressways. Now traveling between major cities via roadways will get faster, assures Union Minister for Road Transport and Highways Nitin Gadkari. Nagpur Police on Sunday claimed to have achieved a major breakthrough in the case related to threat calls received by Union Minister Nitin Gadkari. An unidentified person on Saturday threatened to kill the Union Minister for Road Transport and Highways Nitin Gadkari following which security around his office and home was beefed up, IANS reported. Union Minister of Road Transport and Highways and Bharatiya Janata Party (BJP) leader Nitin Gadkari promised on Friday that road infrastructure in India would be equal to the standard of the United States (US) before the end of 2024. Union Minister of Road Transport and Highways Nitin Gadkari on Wednesday, in a bid to make intentional standard surface connectivity roads in northeast states, approved several road projects worth Rs. 68,000 crore. How many airbags should a car have? The Indian automotive industry and the Centre have been discussing this question for a while. Soon, we will bid goodbyes to traditional petrol pumps and wayside amenities on national highways. Union Minister Nitin Gadkari has recently been in the spotlight for promoting the implementation of the six airbags rule in India. At an event organized by the Indo-American Chamber of Commerce (IACC), Union Minister for Road Transport and Highways, Nitin Gadkari said that the Centre is working on the development of solar-powered electric highways. Union Minister for Road Transport and Highways, Nitin Gadkari has been receiving flak after he shared an advertisement to highlight road safety and the importance of buying cars with six airbags. Expressing shock at industrialist Cyrus Mistry's death in a car crash, Union Road Transport and Highways Minister Nitin Gadkari on Monday blamed faulty road project reports for many accidents in India. A portion of the expressway connecting Noida and Greater Noida caved in disrupting traffic in Sector-96 on Friday. Union minister Nitin Gadkari and Madhya Pradesh Chief Minister Shivraj Singh Chouhan have been dropped from the Bharatiya Janata Party's (BJP) Parliamentary Board. Union Road Transport and Highways Minister Nitin Gadkari on Wednesday said that the government will construct 26 green express highways by 2024 and bring down travel time between key cities across the country. The six-lane Sohna elevated highway constructed on National Highway 248 between Rajiv Chowk and Badshahpur in Gurugram was opened for traffic on a trial basis on Monday. The Union Minister for Road Transport and Highways, Nitin Gadkari has approved a draft to introduce the Bharat New Car Assessment Program (NCAP) to test the safety of vehicles sold in India. Ola Electric has issued a recall for 1,441 units of the S1 Pro electric scooter to run pre-emptive diagnostics and health check-ups. A 40-year-old man died in the Vijayawada city of Andhra Pradesh on Saturday after the battery of his new electric bike exploded, causing a fire in his bedroom. In light of recent mishaps involving electric two-wheelers, the government has asked EV manufacturers to voluntarily recall defective vehicles. Download AppStay Updated"
65,Nitin Gadkari Threat Call,https://www.moneycontrol.com/news/tags/nitin-gadkari-threat-call.html,"See the top gainers, losers, invest and get updated what's happening in the crypto market India's Largest Regional Retail Option Traders Summit. (BOTS) is a prestigious options trading event organized by Traders Gurukul. Held on the 2nd OR 3rd Sunday of every month, across top cities in India This functionality will provide users with ease of access navigation and enable create a new revenue line by generating leads of potential customers for brokers in a more integrated manner. Jayesh Pujari alias Kantha alias Salim Shahir Kantha, a murder convict, is accused of making threatening calls to Gadkari's public relations office in Nagpur  first in January and then in March.  Copyright Â© e-Eighteen.com Ltd. All rights reserved. Reproduction of news articles, photos, videos or any other content in whole or in part in any form 
        or medium without express writtern permission of moneycontrol.com is prohibited. You are already a Moneycontrol Pro user."
66,Nitin Gadkari. Road Accident,https://www.moneycontrol.com/news/tags/nitin-gadkari.-road-accident.html,"See the top gainers, losers, invest and get updated what's happening in the crypto market India's Largest Regional Retail Option Traders Summit. (BOTS) is a prestigious options trading event organized by Traders Gurukul. Held on the 2nd OR 3rd Sunday of every month, across top cities in India This functionality will provide users with ease of access navigation and enable create a new revenue line by generating leads of potential customers for brokers in a more integrated manner. The Election Commission has allowed NHAI to calculate new toll rates that normally kick in from April 1, but said the new user fees should be applicable only after the Lok Sabha elections. The Ministry of Road Transport and Highways was earlier planning to spend over 90% of its Rs 2.59 lakh cr capex allocation for financial year 2023-24 by December 2023. However, heavy rains, delays in land allocation and elections in five states have led to a dramatic slowdown in project-awarding. Minister Nitin Gadkari has taken forward his proposal of making six airbags mandatory for all eight-seater vehicles. Can airbags alone make Indian roads safer?  Copyright Â© e-Eighteen.com Ltd. All rights reserved. Reproduction of news articles, photos, videos or any other content in whole or in part in any form 
        or medium without express writtern permission of moneycontrol.com is prohibited. You are already a Moneycontrol Pro user."
